individual_id,city_id,age_group,age,education,monthly_income,monthly_rent,commute_minutes,commute_satisfaction,wechat_contacts,friends_met_weekly,loneliness_score,job_satisfaction,housing_satisfaction,life_satisfaction,well_being_score,city_population,pop_group
7008,73,36-45,40,本科,6279.1,2609.4,21.8,7.9,50,4.9,4.6,3.7,6.1,7.7,4.3,709.56,7
7009,183,55+,60,硕士,8990.3,938.7,10.0,8.8,20,4.7,3.4,4.3,9.3,6.6,5.3,240.44,3
7010,64,46-55,50,本科,5917.0,1386.5,17.7,7.4,5,3.9,1.7,6.9,7.0,5.2,5.2,334.46,4
7011,67,46-55,50,硕士,11503.8,2116.2,19.9,6.5,31,4.9,4.9,4.3,8.0,4.6,4.1,404.86,5
7012,88,55+,60,硕士,9695.0,951.5,13.1,7.7,23,6.8,1.8,4.5,7.6,5.3,4.7,87.38,0
7013,184,26-35,30,高中及以下,2398.8,214.6,9.6,8.0,24,5.1,3.3,5.7,8.4,6.1,5.3,118.69,1
7014,36,26-35,30,本科,6884.0,656.0,13.5,8.1,33,3.2,3.1,6.5,7.1,4.1,4.6,182.89,2
7015,125,55+,60,硕士,14398.0,3832.2,39.1,6.6,47,2.5,4.4,8.3,7.6,6.5,5.8,1326.71,8
7016,127,18-25,22,大专,4756.2,647.2,17.3,9.7,17,5.5,2.3,5.5,10.0,10.0,7.0,84.24,0
7017,151,18-25,22,大专,7298.9,484.9,13.6,9.6,38,3.8,1.4,6.0,5.9,3.6,4.2,209.86,3
7018,65,36-45,40,硕士,12331.5,1956.3,23.4,8.1,39,7.5,4.6,6.4,8.2,4.7,4.9,576.08,6
7019,68,18-25,22,本科,8950.4,1913.2,10.7,8.9,17,3.8,3.8,4.7,10.0,4.1,4.8,213.07,3
7020,58,26-35,30,硕士,7850.8,543.8,17.5,6.5,24,6.4,2.7,2.8,7.8,5.0,4.1,206.7,3
7021,108,26-35,30,本科,7249.2,1153.8,18.9,7.4,41,5.5,3.7,3.5,9.1,5.8,4.7,192.01,2
7022,98,46-55,50,本科,6271.9,1007.9,18.0,7.7,11,4.3,2.2,4.9,8.0,5.1,4.8,149.17,1
7023,128,46-55,50,大专,3966.8,1421.5,14.3,8.3,42,6.6,2.2,5.3,8.6,7.3,5.7,163.96,2
7024,148,26-35,30,大专,4890.6,409.8,15.9,8.8,57,5.9,2.7,6.4,7.5,4.9,5.0,250.12,4
7025,165,18-25,22,大专,4267.9,1544.4,15.2,9.6,17,4.7,2.7,6.7,8.5,5.1,5.4,224.25,3
7026,104,36-45,40,本科,6197.9,592.8,19.6,9.1,40,5.1,1.8,6.3,8.3,6.3,5.7,126.31,1
7027,125,26-35,30,硕士,13111.0,4004.2,44.2,6.4,67,3.5,5.2,6.1,5.8,6.4,4.5,1326.71,8
7028,54,18-25,22,本科,7882.6,1298.1,24.5,7.2,47,3.1,4.3,2.8,6.0,4.7,3.2,416.13,5
7029,142,26-35,30,本科,8869.6,200.0,8.2,9.4,47,6.8,2.9,6.5,8.4,6.3,5.6,29.74,0
7030,194,26-35,30,大专,4317.2,1114.3,12.6,8.5,58,5.9,2.3,4.1,9.5,5.7,5.2,176.48,2
7031,167,26-35,30,硕士,8008.6,3163.3,41.0,6.2,72,4.1,5.1,6.1,6.1,4.5,4.0,989.1,8
7032,82,26-35,30,本科,7883.1,2284.6,26.6,7.3,61,3.9,3.6,4.5,7.1,7.4,4.9,650.6,7
7033,108,18-25,22,高中及以下,3744.0,886.6,18.4,7.1,26,7.1,2.1,2.5,6.6,6.4,4.1,192.01,2
7034,30,46-55,50,高中及以下,3411.5,200.0,17.4,8.8,37,5.9,2.9,5.6,7.2,7.6,5.4,81.31,0
7035,109,36-45,40,博士,16781.5,1442.7,18.2,7.7,23,5.9,1.3,4.0,8.2,2.5,4.0,137.77,1
7036,106,26-35,30,本科,7624.1,3177.4,42.1,6.3,37,2.1,7.4,6.9,8.5,5.3,4.9,978.66,8
7037,96,36-45,40,高中及以下,2861.4,1214.0,7.5,8.5,40,5.4,2.9,3.6,9.3,4.8,4.6,199.56,2
7038,89,36-45,40,高中及以下,3707.9,1270.5,15.9,7.1,23,5.3,5.7,4.8,7.5,4.8,4.1,247.96,3
7039,2,36-45,40,高中及以下,2867.3,789.4,14.3,8.3,16,6.2,1.8,5.9,7.1,7.7,5.7,283.64,4
7040,22,36-45,40,本科,5420.7,1497.5,15.6,9.1,46,5.3,2.0,3.4,8.2,5.4,4.6,158.78,1
7041,53,36-45,40,高中及以下,4750.8,955.0,17.9,7.4,27,4.1,2.4,5.0,9.0,6.7,5.6,273.6,4
7042,85,18-25,22,本科,7518.9,200.0,9.0,8.4,19,5.4,2.7,4.5,9.5,5.4,5.2,89.86,0
7043,132,36-45,40,高中及以下,2972.3,1222.4,20.5,8.1,48,5.7,1.0,2.1,8.4,6.6,4.7,51.3,0
7044,22,46-55,50,大专,6091.6,1349.9,11.8,10.0,30,6.5,2.7,6.0,8.2,4.4,4.9,158.78,1
7045,161,46-55,50,本科,12593.9,985.9,15.3,9.1,48,4.9,1.5,5.8,6.2,4.8,4.6,326.06,4
7046,105,46-55,50,本科,9943.2,904.9,10.1,7.4,40,4.5,3.7,7.6,8.0,4.8,5.3,222.31,3
7047,24,36-45,40,本科,6020.9,550.4,26.0,9.9,33,7.4,3.5,3.8,6.3,2.5,3.1,86.11,0
7048,151,36-45,40,硕士,9225.6,1182.9,15.6,7.8,16,6.3,2.3,4.2,9.4,8.5,6.0,209.86,3
7049,0,46-55,50,高中及以下,4481.4,1328.4,13.8,9.4,30,6.3,1.0,5.9,8.0,10.0,6.7,243.89,3
7050,169,26-35,30,本科,6557.6,1000.3,10.9,9.9,18,3.7,2.7,6.1,6.5,5.2,4.7,69.84,0
7051,177,36-45,40,本科,6974.6,2059.7,9.2,5.3,50,5.1,3.4,8.6,7.3,7.1,6.1,634.94,6
7052,135,18-25,22,本科,7680.1,2443.5,27.3,8.4,60,4.9,2.5,6.2,7.0,6.7,5.3,699.2,7
7053,168,46-55,50,硕士,9434.5,426.7,5.0,8.3,15,4.4,1.3,5.6,8.0,6.9,5.7,116.12,1
7054,81,26-35,30,高中及以下,3112.3,591.0,25.5,7.3,5,6.6,2.9,2.9,7.3,6.8,4.4,212.11,3
7055,179,55+,60,本科,9033.4,4386.8,58.0,5.8,87,2.3,6.1,6.7,4.5,4.3,3.6,1808.04,9
7056,31,36-45,40,本科,10075.1,1470.7,24.3,7.1,52,3.8,5.9,10.0,6.6,6.4,5.7,946.03,7
7057,94,26-35,30,高中及以下,3552.0,805.9,5.2,9.1,5,5.7,2.9,3.2,8.3,5.0,4.3,100.27,0
7058,82,18-25,22,大专,7655.9,1983.6,29.8,9.8,50,6.7,3.6,8.9,6.5,7.6,6.1,650.6,7
7059,173,36-45,40,本科,6991.8,660.0,21.1,10.0,13,5.9,1.5,6.2,10.0,3.0,5.3,208.75,3
7060,6,26-35,30,大专,5632.6,2576.2,32.4,6.5,45,5.6,2.9,3.6,6.6,6.0,4.2,719.97,7
7061,106,26-35,30,大专,5314.4,2596.9,30.4,6.5,58,3.9,5.0,6.1,5.0,4.7,3.8,978.66,8
7062,118,55+,60,硕士,9331.0,2321.7,23.4,9.2,40,6.4,4.0,4.8,10.0,6.3,5.5,465.37,6
7063,125,26-35,30,大专,6420.1,3832.1,46.9,5.7,68,4.5,4.3,5.1,7.0,7.5,5.0,1326.71,8
7064,69,26-35,30,本科,6832.6,888.0,18.4,8.4,21,7.0,2.9,6.3,9.0,4.8,5.3,77.86,0
7065,185,36-45,40,高中及以下,2478.2,1283.3,20.5,9.1,24,5.1,1.6,5.4,7.1,5.2,4.8,303.08,4
7066,179,46-55,50,高中及以下,5426.8,4823.7,53.3,6.8,60,2.2,7.7,6.7,8.5,3.4,4.2,1808.04,9
7067,106,26-35,30,本科,11021.5,2866.1,37.7,6.9,23,2.0,5.5,5.9,6.3,5.5,4.3,978.66,8
7068,176,26-35,30,硕士,8889.0,211.8,11.7,9.3,27,4.4,3.4,3.9,7.0,7.2,4.7,150.36,1
7069,86,36-45,40,本科,9076.8,1403.7,24.4,7.9,22,3.5,4.2,5.7,9.9,3.9,5.0,370.7,5
7070,20,18-25,22,硕士,18358.3,2004.8,24.8,6.6,48,5.6,4.0,5.5,8.3,5.6,5.0,642.68,6
7071,40,36-45,40,大专,5589.9,1252.5,15.4,8.0,30,4.6,3.8,3.1,10.0,5.9,4.9,310.59,4
7072,159,46-55,50,高中及以下,2966.8,637.0,27.4,9.8,33,7.2,3.9,3.6,7.7,6.1,4.4,286.16,4
7073,64,36-45,40,硕士,10124.9,1707.4,14.5,9.4,32,5.7,1.0,4.5,10.0,5.9,5.7,334.46,4
7074,174,26-35,30,本科,6773.6,1108.4,16.0,8.1,34,5.9,2.8,2.7,7.5,4.5,3.8,195.72,2
7075,179,46-55,50,本科,9349.4,5077.4,55.5,5.7,56,1.6,7.2,9.5,4.8,3.2,4.0,1808.04,9
7076,53,18-25,22,博士,15570.8,564.4,22.8,10.0,37,6.7,3.4,5.0,8.7,5.6,5.0,273.6,4
7077,1,36-45,40,高中及以下,2998.7,719.6,6.2,9.5,22,7.1,3.4,3.5,5.5,6.5,3.9,129.25,1
7078,89,36-45,40,硕士,10943.0,1715.0,23.6,9.7,20,6.2,3.8,6.8,9.6,5.0,5.6,247.96,3
7079,1,55+,60,大专,4181.4,541.9,19.5,8.2,18,5.4,3.2,4.4,8.1,6.7,5.0,129.25,1
7080,59,46-55,50,大专,5019.0,1235.1,8.5,9.6,5,5.5,3.6,6.3,9.1,7.0,5.9,393.68,5
7081,113,26-35,30,本科,10379.7,5706.8,58.9,7.1,88,3.8,6.0,7.2,3.0,8.3,4.4,1742.79,9
7082,105,36-45,40,本科,8316.0,2808.4,17.1,9.2,22,6.2,3.5,5.7,7.2,6.6,5.1,222.31,3
7083,129,18-25,22,高中及以下,2979.5,823.0,19.8,7.0,5,6.7,2.1,2.6,7.1,7.7,4.7,89.7,0
7084,3,26-35,30,大专,5528.7,1739.6,24.6,6.2,51,5.6,4.6,6.0,7.7,7.9,5.5,680.64,7
7085,106,46-55,50,硕士,10688.7,3573.0,37.6,5.7,74,4.2,4.0,3.8,6.8,6.3,4.3,978.66,8
7086,91,46-55,50,高中及以下,4872.4,1186.7,25.4,8.1,35,6.6,3.5,8.1,7.7,4.8,5.4,390.98,5
7087,57,26-35,30,本科,5719.2,711.2,12.1,9.8,31,6.5,1.0,4.1,8.4,6.6,5.3,108.94,1
7088,141,36-45,40,大专,4114.2,1905.1,18.9,8.3,22,6.0,5.5,6.1,5.9,4.8,4.0,548.48,6
7089,72,36-45,40,硕士,11817.9,1551.5,12.7,10.0,15,6.1,3.1,7.5,4.3,5.9,4.6,143.19,1
7090,111,26-35,30,硕士,9980.1,940.8,11.2,9.6,9,6.5,2.2,5.0,8.4,6.4,5.3,144.53,1
7091,47,46-55,50,大专,5269.0,623.7,22.0,7.3,20,4.0,3.5,4.6,6.6,6.4,4.5,427.14,6
7092,41,26-35,30,大专,4904.4,2081.9,6.4,7.0,42,5.3,2.0,3.1,6.6,6.8,4.4,176.16,2
7093,120,26-35,30,大专,4904.4,1184.6,13.8,9.8,5,4.8,4.4,4.0,10.0,4.6,4.7,327.35,4
7094,20,36-45,40,硕士,12637.2,2381.4,24.8,8.4,41,5.3,4.5,4.3,5.4,8.2,4.5,642.68,6
7095,179,26-35,30,本科,9424.4,4748.9,45.4,6.3,87,3.5,6.1,6.8,5.6,4.9,4.1,1808.04,9
7096,191,46-55,50,本科,8291.4,286.2,16.7,7.6,54,6.1,4.3,4.6,8.6,6.8,5.1,349.46,5
7097,31,18-25,22,博士,16737.4,2429.1,32.8,9.8,44,3.0,6.2,6.2,7.6,5.5,4.6,946.03,7
7098,40,26-35,30,本科,11725.8,1451.8,24.0,7.6,37,3.8,2.8,4.7,6.5,7.2,4.9,310.59,4
7099,113,46-55,50,博士,19575.7,5407.5,49.9,5.0,67,3.5,6.5,10.0,4.7,5.7,4.9,1742.79,9
7100,65,46-55,50,大专,3834.5,1612.6,20.9,8.0,52,5.0,1.7,5.6,5.5,4.3,4.2,576.08,6
7101,61,36-45,40,博士,15187.8,1492.1,5.0,8.8,35,6.1,2.2,8.5,8.6,5.4,6.1,123.27,1
7102,140,46-55,50,大专,3041.1,978.2,10.5,10.0,40,3.7,2.4,6.3,6.5,5.8,5.0,186.32,2
7103,159,18-25,22,本科,9772.6,888.4,18.1,9.5,5,5.1,2.9,5.1,7.2,4.4,4.4,286.16,4
7104,109,36-45,40,大专,3675.1,599.8,10.4,9.6,29,6.2,1.4,3.4,8.6,3.4,4.2,137.77,1
7105,60,36-45,40,高中及以下,3260.0,873.5,5.0,7.2,31,6.7,2.3,5.3,8.9,5.1,5.2,91.91,0
7106,179,46-55,50,硕士,12843.8,5263.0,64.8,5.8,91,2.2,7.0,6.8,6.1,5.7,4.3,1808.04,9
7107,144,26-35,30,博士,18618.0,1126.1,5.0,9.6,31,6.7,3.9,3.0,5.8,4.7,3.3,192.46,2
7108,137,18-25,22,大专,5805.2,995.5,11.5,8.4,43,5.9,1.0,3.8,7.9,5.6,4.8,107.55,1
7109,127,26-35,30,高中及以下,3480.1,200.0,19.1,9.9,45,7.7,2.1,5.0,8.3,6.1,5.2,84.24,0
7110,178,36-45,40,硕士,14042.2,721.0,16.6,8.3,9,5.8,2.6,4.9,7.4,4.8,4.5,113.9,1
7111,41,55+,60,高中及以下,2533.1,1258.0,14.3,8.9,21,5.8,2.8,6.1,8.1,4.6,5.0,176.16,2
7112,125,26-35,30,大专,5214.5,3918.0,45.7,5.6,65,2.5,5.3,9.2,5.8,6.0,5.2,1326.71,8
7113,113,26-35,30,高中及以下,3016.2,4581.8,58.3,6.7,67,2.6,6.2,6.4,5.0,4.2,3.6,1742.79,9
7114,112,36-45,40,硕士,9907.4,435.0,15.2,6.9,40,5.5,1.0,4.9,8.2,7.7,5.8,157.63,1
7115,29,36-45,40,硕士,10206.6,200.0,7.6,9.2,46,7.8,2.8,4.9,8.1,6.9,5.3,110.86,1
7116,40,18-25,22,本科,6238.9,826.5,9.3,9.3,31,7.6,4.3,4.8,6.4,3.3,3.5,310.59,4
7117,115,26-35,30,高中及以下,2135.1,652.8,6.6,7.5,16,4.7,2.5,7.0,3.9,7.8,5.0,200.65,2
7118,63,55+,60,博士,16537.1,200.0,18.2,10.0,32,5.7,1.5,6.3,4.5,3.2,3.8,44.87,0
7119,184,26-35,30,本科,6770.5,523.7,14.1,8.4,5,5.7,3.5,5.3,3.9,5.1,3.6,118.69,1
7120,47,46-55,50,大专,5744.5,652.6,19.4,8.0,26,4.4,4.2,6.2,9.9,5.4,5.5,427.14,6
7121,118,26-35,30,高中及以下,4311.6,1440.3,23.7,7.2,40,5.4,3.0,6.1,7.2,5.9,5.1,465.37,6
7122,91,46-55,50,本科,9877.4,622.1,14.0,8.8,28,6.1,5.0,6.8,5.6,6.3,4.6,390.98,5
7123,118,36-45,40,本科,11106.1,2240.6,17.7,10.0,26,4.3,4.8,7.9,6.6,5.4,5.0,465.37,6
7124,107,36-45,40,硕士,11477.4,712.2,14.1,8.3,37,5.3,4.0,6.7,7.0,2.7,4.1,176.72,2
7125,59,26-35,30,大专,3570.3,1618.0,22.1,7.8,45,6.2,4.0,5.6,7.4,7.3,5.2,393.68,5
7126,185,18-25,22,高中及以下,2756.5,1283.2,12.4,8.8,15,6.4,2.1,6.3,5.3,6.0,4.7,303.08,4
7127,30,46-55,50,大专,3578.6,364.2,17.6,7.9,29,5.2,3.0,4.3,7.1,4.9,4.2,81.31,0
7128,21,55+,60,本科,4672.1,1498.6,22.5,7.8,30,6.2,3.1,4.9,5.0,6.2,4.2,118.42,1
7129,185,36-45,40,本科,9688.5,1012.8,18.3,9.1,27,5.5,1.4,7.8,7.8,3.5,5.3,303.08,4
7130,93,55+,60,硕士,10266.6,1036.6,14.5,8.8,5,6.1,1.7,3.2,8.2,3.7,4.1,106.95,0
7131,99,18-25,22,博士,13414.9,946.5,5.6,8.4,31,6.7,3.1,4.3,10.0,8.3,6.0,117.38,1
7132,55,46-55,50,高中及以下,3030.8,1766.3,19.7,7.8,51,5.0,4.3,7.2,7.8,7.4,5.8,376.64,5
7133,113,36-45,40,大专,5969.5,5177.6,56.6,7.8,68,0.5,6.0,9.2,1.6,7.9,4.5,1742.79,9
7134,54,36-45,40,硕士,17731.7,1855.5,11.8,9.4,19,5.0,3.9,4.0,7.1,7.8,4.8,416.13,5
7135,185,26-35,30,硕士,8253.2,1330.2,23.7,8.2,23,4.6,4.3,3.9,6.9,1.9,3.0,303.08,4
7136,20,46-55,50,本科,6798.5,1633.9,20.9,7.3,40,4.3,4.2,4.8,9.5,4.8,4.9,642.68,6
7137,77,36-45,40,高中及以下,3049.0,697.6,11.7,7.7,40,6.2,3.2,7.2,8.3,5.0,5.4,110.06,1
7138,113,46-55,50,大专,7577.2,4080.1,43.8,7.0,71,1.8,5.5,6.5,5.5,8.8,5.2,1742.79,9
7139,175,36-45,40,本科,7479.5,1857.1,22.6,8.3,29,7.3,2.2,4.0,4.6,6.6,4.0,339.4,5
7140,5,36-45,40,本科,7088.8,765.1,15.6,8.9,27,4.0,2.8,4.2,8.3,7.3,5.3,117.43,1
7141,118,26-35,30,高中及以下,3933.4,1547.3,23.9,7.2,14,5.2,3.7,3.6,6.3,7.7,4.5,465.37,6
7142,31,46-55,50,硕士,14922.2,3531.5,29.5,9.4,58,5.1,3.8,4.9,5.7,4.8,3.9,946.03,7
7143,20,26-35,30,高中及以下,3726.8,2362.1,25.0,8.7,58,5.5,5.6,6.5,4.8,5.3,3.9,642.68,6
7144,183,55+,60,本科,6364.9,312.6,19.4,9.0,35,6.0,4.0,6.5,8.9,6.5,5.7,240.44,3
7145,3,26-35,30,博士,23747.1,2336.0,29.3,8.0,41,5.8,3.5,7.0,6.0,6.4,5.0,680.64,7
7146,64,26-35,30,高中及以下,3597.9,1630.6,13.7,7.7,17,3.4,3.5,6.1,8.9,5.1,5.2,334.46,4
7147,181,46-55,50,高中及以下,3290.4,1074.3,16.5,5.6,15,5.6,3.2,4.6,7.0,4.7,4.2,62.98,0
7148,82,18-25,22,高中及以下,3964.6,2877.1,34.7,8.0,38,6.0,5.6,4.0,8.7,6.8,4.8,650.6,7
7149,81,26-35,30,本科,8541.8,1385.2,12.5,9.9,45,6.3,1.5,4.8,8.5,7.4,5.7,212.11,3
7150,71,18-25,22,本科,10907.6,1621.1,16.3,7.3,61,5.7,4.1,4.9,5.5,6.9,4.4,690.93,7
7151,59,18-25,22,本科,8007.8,1038.1,12.3,8.1,36,7.1,3.0,5.5,7.0,5.7,4.8,393.68,5
7152,45,36-45,40,高中及以下,2867.9,329.1,8.1,9.3,23,6.1,2.1,6.2,9.7,6.4,6.1,72.25,0
7153,56,36-45,40,本科,7188.3,1197.0,5.0,8.7,26,6.6,1.0,7.3,9.6,5.9,6.4,64.12,0
7154,4,55+,60,高中及以下,2415.0,200.0,19.4,7.3,19,5.7,3.2,4.8,6.8,3.6,3.9,117.43,1
7155,76,46-55,50,硕士,11453.6,944.6,18.0,8.2,28,4.7,3.5,7.2,9.7,9.0,6.9,161.91,1
7156,6,46-55,50,本科,7889.9,2635.9,33.0,6.7,15,5.3,4.1,8.7,4.9,5.5,4.9,719.97,7
7157,125,36-45,40,高中及以下,4324.1,4481.9,47.5,6.6,72,4.1,3.3,6.0,7.3,5.6,4.9,1326.71,8
7158,162,26-35,30,本科,5984.7,1232.9,30.9,8.2,38,5.3,4.5,4.9,7.8,3.9,4.1,472.76,6
7159,34,36-45,40,硕士,8532.4,973.3,15.3,8.4,33,3.2,3.4,5.6,7.9,2.4,4.1,337.83,5
7160,164,55+,60,博士,21721.4,1964.6,17.2,8.1,26,6.3,2.9,4.9,6.5,4.1,4.0,388.92,5
7161,7,36-45,40,大专,4507.8,1212.0,23.0,8.3,25,5.5,2.8,5.0,7.6,7.3,5.3,319.72,4
7162,93,55+,60,本科,9185.2,521.7,9.1,8.8,39,7.3,3.6,6.0,7.0,5.4,4.7,106.95,0
7163,168,46-55,50,大专,4687.1,593.5,14.3,7.7,8,5.0,2.8,5.6,6.2,4.6,4.3,116.12,1
7164,145,26-35,30,博士,21121.9,1116.6,14.1,8.2,26,6.9,4.3,5.2,5.5,3.7,3.5,324.35,4
7165,86,55+,60,大专,5026.7,1200.9,15.5,8.6,27,3.8,2.2,5.7,9.0,6.0,5.6,370.7,5
7166,147,46-55,50,高中及以下,3337.9,200.0,5.0,9.5,11,6.0,4.6,6.3,8.0,7.0,5.4,39.63,0
7167,20,26-35,30,高中及以下,3903.0,1712.0,26.2,8.1,42,5.3,5.0,5.9,4.1,5.6,3.7,642.68,6
7168,46,26-35,30,博士,11838.0,983.7,13.0,8.7,10,7.3,3.4,5.0,10.0,4.6,5.1,93.63,0
7169,156,36-45,40,高中及以下,2750.6,2813.0,37.0,6.5,45,4.0,6.5,7.5,5.9,2.1,3.5,958.89,8
7170,107,26-35,30,高中及以下,3484.6,1020.7,10.7,8.0,27,4.0,4.6,4.1,6.6,3.6,3.4,176.72,2
7171,73,55+,60,本科,7017.8,1540.9,33.8,7.0,21,1.1,5.2,7.8,5.4,5.2,4.5,709.56,7
7172,19,36-45,40,高中及以下,2983.1,408.7,15.1,8.8,5,5.6,1.4,3.5,8.8,7.0,5.3,36.15,0
7173,86,18-25,22,高中及以下,2901.1,777.6,20.6,9.6,32,5.8,3.8,5.6,5.7,5.8,4.3,370.7,5
7174,71,36-45,40,博士,17105.9,2132.6,26.5,8.1,66,5.7,3.7,6.6,8.2,6.7,5.6,690.93,7
7175,31,46-55,50,大专,7125.7,2957.6,37.7,6.1,24,3.9,5.4,5.8,7.9,6.5,5.0,946.03,7
7176,113,36-45,40,博士,20056.6,4689.0,57.6,5.0,68,2.6,6.1,5.9,8.3,5.2,4.7,1742.79,9
7177,32,36-45,40,高中及以下,3090.4,359.9,7.8,8.7,38,6.4,3.7,3.2,9.3,3.9,4.2,146.42,1
7178,178,46-55,50,硕士,5740.5,200.0,10.6,9.2,5,5.7,3.3,4.6,7.2,4.8,4.3,113.9,1
7179,197,36-45,40,本科,7108.4,1122.9,22.8,8.8,6,5.2,3.0,5.6,3.8,5.9,3.9,173.08,2
7180,34,36-45,40,高中及以下,3347.6,1087.1,22.9,10.0,40,6.4,2.8,5.5,5.1,4.0,3.8,337.83,5
7181,31,18-25,22,博士,18779.6,2470.1,36.2,6.9,38,3.9,5.2,6.2,7.7,2.5,3.9,946.03,7
7182,107,36-45,40,大专,5831.1,390.8,9.8,8.6,5,5.9,2.7,6.2,7.1,3.9,4.5,176.72,2
7183,192,26-35,30,本科,9874.3,1039.1,15.2,10.0,34,3.3,1.7,4.0,7.5,6.0,4.8,183.85,2
7184,101,46-55,50,高中及以下,3387.9,627.3,12.3,8.6,40,7.8,2.8,6.5,6.7,6.2,5.1,97.45,0
7185,89,26-35,30,博士,17965.1,759.5,18.8,8.6,50,5.3,3.1,5.6,7.4,3.7,4.3,247.96,3
7186,186,26-35,30,本科,7292.0,1295.4,19.9,8.0,18,4.4,2.0,5.6,5.7,5.1,4.4,238.23,3
7187,104,18-25,22,高中及以下,3108.0,200.0,9.0,8.5,16,5.2,4.0,4.8,8.5,6.6,5.1,126.31,1
7188,163,26-35,30,硕士,10616.2,1166.5,22.6,8.7,11,7.2,3.9,3.2,8.1,6.0,4.4,65.32,0
7189,97,46-55,50,博士,12408.6,1321.3,14.7,9.1,34,5.3,3.8,6.2,7.5,5.4,4.9,192.68,2
7190,144,36-45,40,本科,9244.7,1588.8,13.4,9.6,19,5.4,2.9,2.1,7.4,5.9,4.0,192.46,2
7191,179,36-45,40,本科,9508.2,4930.6,65.4,6.6,65,2.2,6.7,7.3,1.8,5.6,3.2,1808.04,9
7192,134,26-35,30,硕士,7961.3,444.0,10.5,9.2,15,5.2,2.3,7.2,9.7,4.4,5.8,59.18,0
7193,191,26-35,30,硕士,12158.5,1277.3,18.6,7.9,55,4.8,3.8,4.5,8.7,5.8,4.9,349.46,5
7194,153,26-35,30,高中及以下,2415.7,913.5,12.3,9.0,39,6.4,2.5,5.6,7.9,2.7,4.3,187.21,2
7195,9,18-25,22,硕士,9148.1,1114.4,16.0,8.5,27,4.7,2.7,4.2,10.0,4.9,5.1,255.33,4
7196,6,36-45,40,高中及以下,3537.7,1700.2,30.1,7.3,37,3.9,3.3,4.5,8.2,6.4,5.0,719.97,7
7197,31,26-35,30,大专,5524.9,2296.2,27.6,8.3,38,4.3,6.2,6.0,6.3,6.2,4.4,946.03,7
7198,31,36-45,40,本科,8988.6,2214.9,37.6,5.6,66,4.7,4.4,7.7,6.6,9.2,6.1,946.03,7
7199,3,36-45,40,高中及以下,3264.4,2396.0,23.6,8.6,26,3.7,4.8,4.7,4.2,5.6,3.5,680.64,7
7200,82,26-35,30,高中及以下,4452.6,1838.9,32.5,8.4,52,3.5,2.9,1.9,7.4,5.0,3.7,650.6,7
7201,197,36-45,40,高中及以下,3402.3,1085.9,14.6,7.6,21,4.6,3.4,4.6,6.6,4.9,4.1,173.08,2
7202,122,55+,60,大专,4318.6,1786.2,30.3,7.0,28,3.1,4.7,4.5,6.0,4.6,3.6,603.53,6
7203,154,55+,60,硕士,7578.0,442.9,12.6,10.0,11,5.9,1.0,5.0,8.2,6.5,5.5,198.95,2
7204,104,26-35,30,本科,5914.1,789.9,6.8,8.1,33,6.3,1.0,4.6,4.7,4.7,3.9,126.31,1
7205,40,46-55,50,硕士,9381.2,1566.9,15.4,8.5,24,4.5,2.8,4.7,6.4,7.7,5.0,310.59,4
7206,76,18-25,22,本科,5226.7,581.6,14.5,8.8,36,6.0,1.1,7.9,5.9,6.9,5.8,161.91,1
7207,54,26-35,30,博士,14498.1,866.1,14.8,8.6,30,5.3,4.7,6.7,8.8,5.2,5.2,416.13,5
7208,118,26-35,30,高中及以下,3342.1,541.1,21.3,8.0,25,4.6,3.9,7.5,7.8,6.1,5.6,465.37,6
7209,106,26-35,30,本科,7414.2,3066.8,38.1,6.8,21,2.5,3.8,5.5,7.8,7.3,5.3,978.66,8
7210,172,26-35,30,硕士,11291.5,1120.3,7.5,8.3,43,5.7,4.0,7.4,10.0,6.2,6.2,137.4,1
7211,51,26-35,30,高中及以下,2744.6,200.0,5.0,9.1,39,5.2,3.1,3.5,9.9,4.7,4.7,100.98,0
7212,120,46-55,50,高中及以下,3489.1,1673.6,20.3,7.3,46,5.1,3.0,3.1,7.5,4.2,3.8,327.35,4
7213,3,26-35,30,大专,5389.1,1943.4,23.6,8.8,28,4.4,4.3,4.8,6.3,6.0,4.3,680.64,7
7214,163,46-55,50,本科,7857.9,430.2,13.9,9.2,12,5.7,1.1,5.5,10.0,6.6,6.2,65.32,0
7215,118,46-55,50,硕士,10274.7,1711.4,20.6,9.1,38,5.9,3.4,9.3,9.3,4.1,6.0,465.37,6
7216,9,26-35,30,大专,3570.8,1209.9,9.7,8.9,18,4.5,1.0,3.9,7.8,5.7,4.8,255.33,4
7217,166,46-55,50,本科,8817.6,1626.6,28.5,8.4,44,5.5,1.9,5.7,7.8,4.1,4.8,337.67,5
7218,9,46-55,50,本科,8206.4,1488.8,14.8,8.4,5,6.1,4.3,6.7,6.7,5.5,4.8,255.33,4
7219,96,36-45,40,本科,9046.9,1569.1,13.4,8.3,28,4.5,4.8,5.8,5.5,1.8,3.1,199.56,2
7220,175,26-35,30,本科,6547.5,1302.3,15.2,9.6,55,5.0,3.5,3.1,7.8,7.3,4.7,339.4,5
7221,7,36-45,40,大专,4225.8,2487.5,12.5,8.7,20,6.3,2.9,5.2,7.9,2.2,4.0,319.72,4
7222,59,18-25,22,硕士,12604.4,1703.0,20.5,8.3,5,4.3,3.4,5.2,9.0,5.0,5.0,393.68,5
